"trial","tau","sim","rew_arm1","rew_arm2","estmu_arm1","estmu_arm2","exploit_choice","choice","rew_obs"
16,2,300,9,15,1.84615384615385,-12.5,1,1,9
17,2,300,2,-3,2.35714285714286,-12.5,1,1,2
18,2,300,7,-32,2.33333333333333,-12.5,1,1,7
19,2,300,18,-11,2.625,-12.5,1,1,18
20,2,300,16,-11,3.52941176470588,-12.5,1,1,16
21,2,300,11,-18,4.22222222222222,-12.5,1,1,11
22,2,300,-3,-14,4.57894736842105,-12.5,1,1,-3
23,2,300,-28,-19,4.2,-12.5,1,1,-28
24,2,300,8,-16,2.66666666666667,-12.5,1,1,8
25,2,300,14,-9,2.90909090909091,-12.5,1,1,14
1,2,301,12,-31,NA,NA,NA,2,-31
2,2,301,8,15,NA,-31,NA,2,15
3,2,301,1,-3,NA,-8,NA,2,-3
4,2,301,1,1,NA,-6.33333333333333,NA,2,1
5,2,301,13,-13,NA,-4.5,NA,2,-13
6,2,301,-11,-2,NA,-6.2,NA,1,-11
7,2,301,8,0,-11,-6.2,1,2,0
8,2,301,30,-6,-11,-5.16666666666667,1,2,-6
9,2,301,2,3,-11,-5.28571428571429,1,2,3
10,2,301,15,3,-11,-4.25,1,2,3
11,2,301,10,0,-11,-3.44444444444444,1,2,0
12,2,301,-12,-27,-11,-3.1,1,2,-27
13,2,301,-20,16,-11,-5.27272727272727,1,2,16
14,2,301,15,-18,-11,-3.5,1,2,-18
15,2,301,-2,-19,-11,-4.61538461538462,1,2,-19
16,2,301,-1,12,-11,-5.64285714285714,1,2,12
17,2,301,-3,11,-11,-4.46666666666667,1,2,11
18,2,301,-8,14,-11,-3.5,1,2,14
19,2,301,7,-8,-11,-2.47058823529412,1,2,-8
20,2,301,14,-6,-11,-2.77777777777778,1,2,-6
21,2,301,-11,-13,-11,-2.94736842105263,1,2,-13
22,2,301,-15,1,-11,-3.45,1,2,1
23,2,301,5,-28,-11,-3.23809523809524,1,2,-28
24,2,301,0,6,-11,-4.36363636363636,1,2,6
25,2,301,-18,-21,-11,-3.91304347826087,0,1,-18
1,2,302,41,-4,NA,NA,NA,2,-4
2,2,302,24,8,NA,-4,NA,2,8
3,2,302,-35,-36,NA,2,NA,2,-36
4,2,302,14,8,NA,-10.6666666666667,NA,1,14
5,2,302,-9,-16,14,-10.6666666666667,1,1,-9
6,2,302,23,9,2.5,-10.6666666666667,1,1,23
7,2,302,15,24,9.33333333333333,-10.6666666666667,1,1,15
8,2,302,19,-34,10.75,-10.6666666666667,1,1,19
9,2,302,26,-11,12.4,-10.6666666666667,1,1,26
10,2,302,11,-31,14.6666666666667,-10.6666666666667,1,1,11
11,2,302,11,-10,14.1428571428571,-10.6666666666667,1,1,11
12,2,302,10,12,13.75,-10.6666666666667,1,1,10
13,2,302,-7,-11,13.3333333333333,-10.6666666666667,1,1,-7
14,2,302,8,-3,11.3,-10.6666666666667,1,1,8
15,2,302,-14,-48,11,-10.6666666666667,1,1,-14
16,2,302,-8,24,8.91666666666667,-10.6666666666667,1,1,-8
17,2,302,-13,-6,7.61538461538462,-10.6666666666667,1,1,-13
18,2,302,4,-5,6.14285714285714,-10.6666666666667,1,1,4
19,2,302,23,39,6,-10.6666666666667,1,1,23
20,2,302,-9,9,7.0625,-10.6666666666667,1,1,-9
21,2,302,22,-7,6.11764705882353,-10.6666666666667,1,1,22
22,2,302,6,-11,7,-10.6666666666667,1,1,6
23,2,302,8,-13,6.94736842105263,-10.6666666666667,1,1,8
24,2,302,14,-7,7,-10.6666666666667,1,1,14
25,2,302,-4,5,7.33333333333333,-10.6666666666667,1,1,-4
1,2,303,-20,5,NA,NA,NA,2,5
2,2,303,27,7,NA,5,NA,1,27
3,2,303,13,0,27,5,1,1,13
4,2,303,-8,-1,20,5,1,1,-8
5,2,303,11,-14,10.6666666666667,5,1,1,11
6,2,303,13,3,10.75,5,1,1,13
7,2,303,-26,16,11.2,5,1,1,-26
8,2,303,-10,-6,5,5,NA,2,-6
9,2,303,29,-23,5,-0.5,1,1,29
10,2,303,-11,24,8.42857142857143,-0.5,1,1,-11
11,2,303,5,6,6,-0.5,1,1,5
12,2,303,-3,8,5.88888888888889,-0.5,1,1,-3
13,2,303,1,23,5,-0.5,1,1,1
14,2,303,-11,-4,4.63636363636364,-0.5,1,1,-11
15,2,303,-14,10,3.33333333333333,-0.5,0,2,10
16,2,303,20,-33,3.33333333333333,3,0,2,-33
17,2,303,16,-29,3.33333333333333,-6,1,1,16
18,2,303,-4,-18,4.30769230769231,-6,1,1,-4
19,2,303,7,-12,3.71428571428571,-6,1,1,7
20,2,303,4,4,3.93333333333333,-6,1,1,4
21,2,303,20,19,3.9375,-6,1,1,20
22,2,303,7,-5,4.88235294117647,-6,1,1,7
23,2,303,25,0,5,-6,1,1,25
24,2,303,-6,-1,6.05263157894737,-6,1,1,-6
25,2,303,-9,15,5.45,-6,1,1,-9
1,2,304,18,-14,NA,NA,NA,1,18
2,2,304,6,-22,18,NA,NA,2,-22
3,2,304,19,-5,18,-22,1,1,19
4,2,304,17,-13,18.5,-22,1,1,17
5,2,304,19,-7,18,-22,1,1,19
6,2,304,16,7,18.25,-22,1,1,16
7,2,304,-9,-10,17.8,-22,1,1,-9
8,2,304,-12,-13,13.3333333333333,-22,1,1,-12
9,2,304,29,27,9.71428571428571,-22,1,1,29
10,2,304,32,-13,12.125,-22,1,1,32
11,2,304,19,-5,14.3333333333333,-22,1,1,19
12,2,304,-1,-29,14.8,-22,1,1,-1
13,2,304,1,-12,13.3636363636364,-22,1,1,1
14,2,304,7,-5,12.3333333333333,-22,1,1,7
15,2,304,32,-5,11.9230769230769,-22,1,1,32
16,2,304,-10,-9,13.3571428571429,-22,1,1,-10
17,2,304,32,13,11.8,-22,1,1,32
18,2,304,-12,4,13.0625,-22,1,1,-12
19,2,304,19,18,11.5882352941176,-22,1,1,19
20,2,304,7,-12,12,-22,1,1,7
21,2,304,28,5,11.7368421052632,-22,1,1,28
22,2,304,-1,2,12.55,-22,1,1,-1
23,2,304,20,-29,11.9047619047619,-22,1,1,20
24,2,304,18,0,12.2727272727273,-22,1,1,18
25,2,304,-7,17,12.5217391304348,-22,1,1,-7
1,2,305,-5,-20,NA,NA,NA,2,-20
2,2,305,12,9,NA,-20,NA,1,12
3,2,305,7,0,12,-20,1,1,7
4,2,305,12,-22,9.5,-20,1,1,12
5,2,305,-1,-23,10.3333333333333,-20,1,1,-1
6,2,305,8,-34,7.5,-20,1,1,8
7,2,305,-14,34,7.6,-20,1,1,-14
8,2,305,9,-2,4,-20,1,1,9
9,2,305,-3,2,4.71428571428571,-20,1,1,-3
10,2,305,5,-5,3.75,-20,1,1,5
11,2,305,-3,-20,3.88888888888889,-20,1,1,-3
12,2,305,5,-27,3.2,-20,1,1,5
13,2,305,-5,2,3.36363636363636,-20,1,1,-5
14,2,305,-9,-3,2.66666666666667,-20,1,1,-9
15,2,305,-6,24,1.76923076923077,-20,1,1,-6
16,2,305,2,-3,1.21428571428571,-20,1,1,2
17,2,305,3,1,1.26666666666667,-20,1,1,3
18,2,305,6,-16,1.375,-20,1,1,6
19,2,305,8,2,1.64705882352941,-20,1,1,8
20,2,305,-7,-12,2,-20,1,1,-7
21,2,305,-15,-19,1.52631578947368,-20,1,1,-15
22,2,305,-29,-5,0.7,-20,1,1,-29
23,2,305,2,12,-0.714285714285714,-20,1,1,2
24,2,305,-8,25,-0.59090909090909,-20,1,1,-8
25,2,305,-4,-1,-0.913043478260871,-20,1,1,-4
1,2,306,18,17,NA,NA,NA,2,17
2,2,306,-6,-9,NA,17,NA,1,-6
3,2,306,-9,-32,-6,17,1,2,-32
4,2,306,11,-18,-6,-7.5,1,1,11
5,2,306,15,24,2.5,-7.5,1,1,15
6,2,306,7,-5,6.66666666666667,-7.5,1,1,7
7,2,306,34,-15,6.75,-7.5,1,1,34
8,2,306,-3,4,12.2,-7.5,1,1,-3
9,2,306,-4,-10,9.66666666666667,-7.5,1,1,-4
10,2,306,7,-1,7.71428571428571,-7.5,1,1,7
11,2,306,-34,-13,7.625,-7.5,1,1,-34
12,2,306,-1,-16,3,-7.5,1,1,-1
13,2,306,1,13,2.6,-7.5,1,1,1
14,2,306,-5,-21,2.45454545454546,-7.5,1,1,-5
15,2,306,11,-3,1.83333333333333,-7.5,1,1,11
16,2,306,14,26,2.53846153846154,-7.5,1,1,14
17,2,306,-3,-17,3.35714285714286,-7.5,1,1,-3
18,2,306,-4,-4,2.93333333333333,-7.5,1,1,-4
19,2,306,39,-6,2.5,-7.5,1,1,39
20,2,306,12,-23,4.64705882352941,-7.5,1,1,12
21,2,306,4,2,5.05555555555555,-7.5,1,1,4
22,2,306,6,22,5,-7.5,1,1,6
23,2,306,1,-22,5.05,-7.5,1,1,1
24,2,306,1,1,4.85714285714286,-7.5,1,1,1
25,2,306,-4,-5,4.68181818181818,-7.5,1,1,-4
1,2,307,8,-15,NA,NA,NA,2,-15
2,2,307,8,-9,NA,-15,NA,1,8
3,2,307,2,17,8,-15,1,1,2
4,2,307,-4,-13,5,-15,1,1,-4
5,2,307,-21,1,2,-15,1,1,-21
6,2,307,18,5,-3.75,-15,1,1,18
7,2,307,5,16,0.6,-15,1,1,5
8,2,307,-9,-16,1.33333333333333,-15,1,1,-9
9,2,307,10,4,-0.142857142857143,-15,1,1,10
10,2,307,19,-9,1.125,-15,1,1,19
11,2,307,-18,0,3.11111111111111,-15,1,1,-18
12,2,307,21,-6,1,-15,1,1,21
13,2,307,35,-37,2.81818181818182,-15,1,1,35
14,2,307,10,13,5.5,-15,1,1,10
15,2,307,5,-11,5.84615384615384,-15,1,1,5
16,2,307,20,-14,5.78571428571429,-15,1,1,20
17,2,307,30,-7,6.73333333333333,-15,1,1,30
18,2,307,-8,-1,8.1875,-15,1,1,-8
19,2,307,-3,6,7.23529411764706,-15,1,1,-3
20,2,307,7,20,6.66666666666667,-15,1,1,7
21,2,307,9,6,6.68421052631579,-15,1,1,9
22,2,307,15,9,6.8,-15,1,1,15
23,2,307,6,22,7.19047619047619,-15,1,1,6
24,2,307,-26,3,7.13636363636363,-15,1,1,-26
25,2,307,2,-7,5.69565217391304,-15,1,1,2
1,2,308,1,21,NA,NA,NA,2,21
2,2,308,22,-21,NA,21,NA,2,-21
3,2,308,-1,-26,NA,0,NA,2,-26
4,2,308,3,12,NA,-8.66666666666667,NA,2,12
5,2,308,-40,9,NA,-3.5,NA,1,-40
6,2,308,11,16,-40,-3.5,1,2,16
7,2,308,19,-39,-40,0.400000000000001,1,2,-39
8,2,308,0,-38,-40,-6.16666666666667,1,2,-38
9,2,308,-15,19,-40,-10.7142857142857,1,2,19
10,2,308,-7,0,-40,-7,1,2,0
11,2,308,20,-24,-40,-6.22222222222222,1,2,-24
12,2,308,-17,-5,-40,-8,1,2,-5
13,2,308,9,16,-40,-7.72727272727273,1,2,16
14,2,308,0,-15,-40,-5.75,1,2,-15
15,2,308,-24,-22,-40,-6.46153846153846,1,2,-22
16,2,308,15,6,-40,-7.57142857142857,1,2,6
17,2,308,17,-10,-40,-6.66666666666667,1,2,-10
18,2,308,12,-12,-40,-6.875,1,2,-12
19,2,308,-21,17,-40,-7.1764705882353,1,2,17
20,2,308,-8,-11,-40,-5.83333333333333,1,2,-11
21,2,308,28,-5,-40,-6.10526315789474,1,2,-5
22,2,308,-17,-7,-40,-6.05,1,2,-7
23,2,308,-33,-10,-40,-6.0952380952381,1,2,-10
24,2,308,-6,16,-40,-6.27272727272727,1,2,16
25,2,308,15,-3,-40,-5.30434782608696,1,2,-3
1,2,309,11,-34,NA,NA,NA,2,-34
2,2,309,1,-8,NA,-34,NA,1,1
3,2,309,31,-33,1,-34,1,1,31
4,2,309,-13,13,16,-34,1,1,-13
5,2,309,-18,1,6.33333333333333,-34,1,1,-18
6,2,309,-25,-3,0.25,-34,1,1,-25
7,2,309,2,6,-4.8,-34,1,1,2
8,2,309,-14,-19,-3.66666666666667,-34,1,1,-14
9,2,309,30,13,-5.14285714285714,-34,1,1,30
10,2,309,-14,14,-0.75,-34,1,1,-14
11,2,309,4,18,-2.22222222222222,-34,1,1,4
12,2,309,9,-3,-1.6,-34,1,1,9
13,2,309,7,-5,-0.636363636363636,-34,1,1,7
14,2,309,-3,22,0,-34,1,1,-3
15,2,309,11,5,-0.230769230769231,-34,1,1,11
16,2,309,5,-2,0.571428571428571,-34,1,1,5
17,2,309,2,8,0.866666666666666,-34,1,1,2
18,2,309,10,-16,0.9375,-34,1,1,10
19,2,309,8,1,1.47058823529412,-34,1,1,8
20,2,309,2,-19,1.83333333333333,-34,1,1,2
21,2,309,-12,-24,1.8421052631579,-34,1,1,-12
22,2,309,-22,5,1.15,-34,1,1,-22
23,2,309,12,-16,0.047619047619048,-34,1,1,12
24,2,309,13,12,0.590909090909091,-34,1,1,13
25,2,309,41,13,1.1304347826087,-34,1,1,41
1,2,310,-4,1,NA,NA,NA,1,-4
2,2,310,19,-30,-4,NA,NA,2,-30
3,2,310,-23,-2,-4,-30,1,1,-23
4,2,310,5,-6,-13.5,-30,1,1,5
5,2,310,1,5,-7.33333333333333,-30,1,1,1
6,2,310,-3,3,-5.25,-30,1,1,-3
7,2,310,31,-12,-4.8,-30,1,1,31
8,2,310,37,-3,1.16666666666667,-30,1,1,37
9,2,310,-10,9,6.28571428571429,-30,1,1,-10
10,2,310,17,18,4.25,-30,1,1,17
11,2,310,4,13,5.66666666666667,-30,1,1,4
12,2,310,7,8,5.5,-30,1,1,7
13,2,310,-3,12,5.63636363636364,-30,1,1,-3
14,2,310,1,-24,4.91666666666667,-30,1,1,1
15,2,310,-12,-7,4.61538461538462,-30,1,1,-12
16,2,310,3,-23,3.42857142857143,-30,1,1,3
17,2,310,25,-7,3.4,-30,1,1,25
18,2,310,22,17,4.75,-30,1,1,22
19,2,310,16,4,5.76470588235294,-30,1,1,16
20,2,310,-6,-7,6.33333333333333,-30,1,1,-6
21,2,310,25,22,5.68421052631579,-30,1,1,25
22,2,310,-6,-4,6.65,-30,1,1,-6
23,2,310,8,-20,6.04761904761905,-30,1,1,8
24,2,310,2,-10,6.13636363636364,-30,1,1,2
25,2,310,16,14,5.95652173913044,-30,1,1,16
1,2,311,3,-29,NA,NA,NA,2,-29
2,2,311,-2,-23,NA,-29,NA,2,-23
3,2,311,-15,-2,NA,-26,NA,1,-15
4,2,311,0,-5,-15,-26,1,1,0
5,2,311,32,-18,-7.5,-26,1,1,32
6,2,311,-7,-5,5.66666666666667,-26,1,1,-7
