"trial","tau","sim","rew_arm1","rew_arm2","estmu_arm1","estmu_arm2","exploit_choice","choice","rew_obs"
13,10,439,-3,-20,-0.4,10.5714285714286,1,2,-20
14,10,439,11,3,-0.4,6.75,0,1,11
15,10,439,8,13,1.5,6.75,1,2,13
16,10,439,-4,-25,1.5,7.44444444444445,1,2,-25
17,10,439,40,-10,1.5,4.2,1,2,-10
18,10,439,24,-12,1.5,2.90909090909091,0,1,24
19,10,439,25,0,4.71428571428571,2.90909090909091,0,2,0
20,10,439,-2,-8,4.71428571428571,2.66666666666667,0,2,-8
21,10,439,-5,-16,4.71428571428571,1.84615384615385,1,1,-5
22,10,439,15,-6,3.5,1.84615384615385,0,2,-6
23,10,439,-17,-1,3.5,1.28571428571429,1,1,-17
24,10,439,3,15,1.22222222222222,1.28571428571429,0,1,3
25,10,439,9,11,1.4,1.28571428571429,1,1,9
1,10,440,27,-2,NA,NA,NA,1,27
2,10,440,18,-15,27,NA,NA,1,18
3,10,440,6,-5,22.5,NA,NA,2,-5
4,10,440,22,13,22.5,-5,1,1,22
5,10,440,12,-39,22.3333333333333,-5,1,1,12
6,10,440,15,-5,19.75,-5,1,1,15
7,10,440,17,-9,18.8,-5,1,1,17
8,10,440,-11,10,18.5,-5,1,1,-11
9,10,440,-8,-18,14.2857142857143,-5,1,1,-8
10,10,440,13,4,11.5,-5,1,1,13
11,10,440,-18,-10,11.6666666666667,-5,1,1,-18
12,10,440,4,-19,8.7,-5,0,2,-19
13,10,440,17,-2,8.7,-12,1,1,17
14,10,440,-14,-6,9.45454545454546,-12,1,1,-14
15,10,440,-22,30,7.5,-12,1,1,-22
16,10,440,-3,10,5.23076923076923,-12,1,1,-3
17,10,440,29,22,4.64285714285715,-12,1,1,29
18,10,440,-6,0,6.26666666666667,-12,1,1,-6
19,10,440,-10,11,5.5,-12,1,1,-10
20,10,440,15,-13,4.58823529411765,-12,1,1,15
21,10,440,14,9,5.16666666666667,-12,0,2,9
22,10,440,6,5,5.16666666666667,-5,1,1,6
23,10,440,3,-15,5.21052631578947,-5,0,2,-15
24,10,440,-19,-2,5.21052631578947,-7.5,1,1,-19
25,10,440,9,-47,4,-7.5,0,2,-47
1,10,441,-5,-21,NA,NA,NA,1,-5
2,10,441,28,0,-5,NA,NA,1,28
3,10,441,-8,-1,11.5,NA,NA,2,-1
4,10,441,23,13,11.5,-1,1,1,23
5,10,441,9,9,15.3333333333333,-1,0,2,9
6,10,441,-3,14,15.3333333333333,4,0,2,14
7,10,441,-2,0,15.3333333333333,7.33333333333333,1,1,-2
8,10,441,12,-32,11,7.33333333333333,1,1,12
9,10,441,-7,-33,11.2,7.33333333333333,0,2,-33
10,10,441,-2,-3,11.2,-2.75,1,1,-2
11,10,441,-3,-7,9,-2.75,1,1,-3
12,10,441,-21,-21,7.28571428571429,-2.75,1,1,-21
13,10,441,19,-22,3.75,-2.75,1,1,19
14,10,441,4,-2,5.44444444444445,-2.75,1,1,4
15,10,441,23,-9,5.3,-2.75,1,1,23
16,10,441,-22,-12,6.90909090909091,-2.75,1,1,-22
17,10,441,6,1,4.5,-2.75,0,2,1
18,10,441,18,5,4.5,-2,0,2,5
19,10,441,9,10,4.5,-0.833333333333333,1,1,9
20,10,441,4,-30,4.84615384615384,-0.833333333333333,0,2,-30
21,10,441,19,3,4.84615384615384,-5,1,1,19
22,10,441,-23,-27,5.85714285714286,-5,1,1,-23
23,10,441,11,-18,3.93333333333333,-5,1,1,11
24,10,441,8,8,4.375,-5,1,1,8
25,10,441,-4,-16,4.58823529411765,-5,1,1,-4
1,10,442,31,-10,NA,NA,NA,1,31
2,10,442,4,3,31,NA,NA,2,3
3,10,442,9,-20,31,3,1,1,9
4,10,442,28,2,20,3,1,1,28
5,10,442,19,40,22.6666666666667,3,1,1,19
6,10,442,24,25,21.75,3,1,1,24
7,10,442,25,1,22.2,3,1,1,25
8,10,442,21,7,22.6666666666667,3,1,1,21
9,10,442,-6,-8,22.4285714285714,3,1,1,-6
10,10,442,10,-10,18.875,3,1,1,10
11,10,442,14,1,17.8888888888889,3,1,1,14
12,10,442,-12,-17,17.5,3,1,1,-12
13,10,442,-4,-9,14.8181818181818,3,1,1,-4
14,10,442,28,5,13.25,3,0,2,5
15,10,442,19,-15,13.25,4,0,2,-15
16,10,442,25,-26,13.25,-2.33333333333333,1,1,25
17,10,442,16,16,14.1538461538462,-2.33333333333333,1,1,16
18,10,442,-2,2,14.2857142857143,-2.33333333333333,1,1,-2
19,10,442,25,1,13.2,-2.33333333333333,0,2,1
20,10,442,34,-25,13.2,-1.5,1,1,34
21,10,442,17,2,14.5,-1.5,1,1,17
22,10,442,1,21,14.6470588235294,-1.5,1,1,1
23,10,442,11,-6,13.8888888888889,-1.5,1,1,11
24,10,442,27,24,13.7368421052632,-1.5,1,1,27
25,10,442,-6,-17,14.4,-1.5,0,2,-17
1,10,443,42,6,NA,NA,NA,2,6
2,10,443,8,-3,NA,6,NA,1,8
3,10,443,-18,0,8,6,0,2,0
4,10,443,27,0,8,3,1,1,27
5,10,443,-5,5,17.5,3,1,1,-5
6,10,443,25,-35,10,3,1,1,25
7,10,443,15,-3,13.75,3,1,1,15
8,10,443,6,-27,14,3,1,1,6
9,10,443,-30,-30,12.6666666666667,3,1,1,-30
10,10,443,7,10,6.57142857142857,3,1,1,7
11,10,443,16,-15,6.625,3,1,1,16
12,10,443,19,-1,7.66666666666667,3,0,2,-1
13,10,443,-16,6,7.66666666666667,1.66666666666667,0,2,6
14,10,443,22,2,7.66666666666667,2.75,1,1,22
15,10,443,14,-20,9.1,2.75,1,1,14
16,10,443,23,-13,9.54545454545454,2.75,0,2,-13
17,10,443,-5,-3,9.54545454545454,-0.4,0,2,-3
18,10,443,7,-11,9.54545454545454,-0.833333333333333,1,1,7
19,10,443,0,12,9.33333333333333,-0.833333333333333,1,1,0
20,10,443,8,7,8.61538461538462,-0.833333333333333,1,1,8
21,10,443,-16,-33,8.57142857142857,-0.833333333333333,1,1,-16
22,10,443,-3,-32,6.93333333333333,-0.833333333333333,1,1,-3
23,10,443,-4,-27,6.3125,-0.833333333333333,0,2,-27
24,10,443,13,-20,6.3125,-4.57142857142857,1,1,13
25,10,443,-16,-10,6.70588235294118,-4.57142857142857,1,1,-16
1,10,444,23,-11,NA,NA,NA,1,23
2,10,444,16,0,23,NA,NA,1,16
3,10,444,2,24,19.5,NA,NA,2,24
4,10,444,-6,-2,19.5,24,1,2,-2
5,10,444,39,-14,19.5,11,1,1,39
6,10,444,2,-21,26,11,0,2,-21
7,10,444,-4,13,26,0.333333333333334,1,1,-4
8,10,444,19,3,18.5,0.333333333333334,1,1,19
9,10,444,13,-24,18.6,0.333333333333334,1,1,13
10,10,444,-23,5,17.6666666666667,0.333333333333334,1,1,-23
11,10,444,3,13,11.8571428571429,0.333333333333334,0,2,13
12,10,444,30,-28,11.8571428571429,3.5,1,1,30
13,10,444,-1,19,14.125,3.5,0,2,19
14,10,444,9,-35,14.125,6.6,1,1,9
15,10,444,23,6,13.5555555555556,6.6,1,1,23
16,10,444,32,-4,14.5,6.6,1,1,32
17,10,444,12,-13,16.0909090909091,6.6,1,1,12
18,10,444,14,17,15.75,6.6,1,1,14
19,10,444,23,12,15.6153846153846,6.6,1,1,23
20,10,444,-2,3,16.1428571428571,6.6,1,1,-2
21,10,444,39,4,14.9333333333333,6.6,1,1,39
22,10,444,0,17,16.4375,6.6,0,2,17
23,10,444,-10,25,16.4375,8.33333333333333,1,1,-10
24,10,444,-15,-14,14.8823529411765,8.33333333333333,0,2,-14
25,10,444,4,-16,14.8823529411765,5.14285714285714,0,2,-16
1,10,445,1,-15,NA,NA,NA,2,-15
2,10,445,-3,-4,NA,-15,NA,2,-4
3,10,445,30,-10,NA,-9.5,NA,1,30
4,10,445,15,-27,30,-9.5,1,1,15
5,10,445,-12,3,22.5,-9.5,1,1,-12
6,10,445,4,-3,11,-9.5,1,1,4
7,10,445,8,-38,9.25,-9.5,1,1,8
8,10,445,-12,-27,9,-9.5,1,1,-12
9,10,445,13,4,5.5,-9.5,0,2,4
10,10,445,13,20,5.5,-5,1,1,13
11,10,445,25,-6,6.57142857142857,-5,1,1,25
12,10,445,22,-23,8.875,-5,1,1,22
13,10,445,-11,-7,10.3333333333333,-5,1,1,-11
14,10,445,29,-37,8.2,-5,1,1,29
15,10,445,28,-21,10.0909090909091,-5,1,1,28
16,10,445,-17,4,11.5833333333333,-5,1,1,-17
17,10,445,9,-25,9.38461538461538,-5,1,1,9
18,10,445,-18,-2,9.35714285714286,-5,1,1,-18
19,10,445,6,5,7.53333333333333,-5,0,2,5
20,10,445,4,-7,7.53333333333333,-2.5,0,2,-7
21,10,445,-11,-7,7.53333333333333,-3.4,1,1,-11
22,10,445,19,1,6.375,-3.4,0,2,1
23,10,445,11,4,6.375,-2.66666666666667,1,1,11
24,10,445,-2,-12,6.64705882352941,-2.66666666666667,0,2,-12
25,10,445,15,-1,6.64705882352941,-4,1,1,15
1,10,446,14,15,NA,NA,NA,1,14
2,10,446,20,-11,14,NA,NA,2,-11
3,10,446,14,-25,14,-11,1,1,14
4,10,446,-13,20,14,-11,1,1,-13
5,10,446,4,6,5,-11,1,1,4
6,10,446,-6,4,4.75,-11,0,2,4
7,10,446,10,-6,4.75,-3.5,1,1,10
8,10,446,-1,8,5.8,-3.5,1,1,-1
9,10,446,-10,-26,4.66666666666667,-3.5,1,1,-10
10,10,446,15,-15,2.57142857142857,-3.5,0,2,-15
11,10,446,32,8,2.57142857142857,-7.33333333333333,1,1,32
12,10,446,5,2,6.25,-7.33333333333333,1,1,5
13,10,446,18,33,6.11111111111111,-7.33333333333333,1,1,18
14,10,446,12,-25,7.3,-7.33333333333333,1,1,12
15,10,446,-1,-39,7.72727272727273,-7.33333333333333,0,2,-39
16,10,446,5,8,7.72727272727273,-15.25,1,1,5
17,10,446,2,-20,7.5,-15.25,1,1,2
18,10,446,21,-17,7.07692307692308,-15.25,1,1,21
19,10,446,-13,8,8.07142857142857,-15.25,1,1,-13
20,10,446,-14,-37,6.66666666666667,-15.25,1,1,-14
21,10,446,-30,-3,5.375,-15.25,1,1,-30
22,10,446,14,-10,3.29411764705882,-15.25,1,1,14
23,10,446,32,-1,3.88888888888889,-15.25,1,1,32
24,10,446,26,0,5.36842105263158,-15.25,1,1,26
25,10,446,11,-38,6.4,-15.25,0,2,-38
1,10,447,-2,-5,NA,NA,NA,2,-5
2,10,447,27,-3,NA,-5,NA,2,-3
3,10,447,24,-3,NA,-4,NA,2,-3
4,10,447,7,-4,NA,-3.66666666666667,NA,2,-4
5,10,447,-11,-1,NA,-3.75,NA,1,-11
6,10,447,18,-15,-11,-3.75,1,2,-15
7,10,447,-9,10,-11,-6,1,2,10
8,10,447,-22,6,-11,-3.33333333333333,1,2,6
9,10,447,8,7,-11,-2,1,2,7
10,10,447,-39,13,-11,-0.875,0,1,-39
11,10,447,10,8,-25,-0.875,1,2,8
12,10,447,17,13,-25,0.111111111111111,1,2,13
13,10,447,-1,-13,-25,1.4,1,2,-13
14,10,447,33,1,-25,0.0909090909090907,1,2,1
15,10,447,26,10,-25,0.166666666666667,1,2,10
16,10,447,-6,18,-25,0.923076923076923,1,2,18
17,10,447,-13,6,-25,2.14285714285714,1,2,6
18,10,447,6,-8,-25,2.4,1,2,-8
19,10,447,-16,1,-25,1.75,1,2,1
20,10,447,-21,-2,-25,1.70588235294118,1,2,-2
21,10,447,20,-9,-25,1.5,1,2,-9
22,10,447,-19,15,-25,0.947368421052632,1,2,15
23,10,447,-16,20,-25,1.65,1,2,20
24,10,447,35,0,-25,2.52380952380952,1,2,0
25,10,447,13,3,-25,2.40909090909091,1,2,3
1,10,448,31,-5,NA,NA,NA,2,-5
2,10,448,2,19,NA,-5,NA,1,2
3,10,448,-2,2,2,-5,0,2,2
4,10,448,15,-1,2,-1.5,1,1,15
5,10,448,1,11,8.5,-1.5,1,1,1
6,10,448,10,12,6,-1.5,0,2,12
7,10,448,5,10,6,3,0,2,10
8,10,448,22,-28,6,4.75,0,2,-28
9,10,448,14,10,6,-1.8,1,1,14
10,10,448,18,7,8,-1.8,1,1,18
11,10,448,-16,-28,10,-1.8,1,1,-16
12,10,448,-14,-3,5.66666666666667,-1.8,1,1,-14
13,10,448,22,-27,2.85714285714286,-1.8,1,1,22
14,10,448,22,-12,5.25,-1.8,1,1,22
15,10,448,-1,-15,7.11111111111111,-1.8,1,1,-1
16,10,448,16,-29,6.3,-1.8,1,1,16
17,10,448,-19,-18,7.18181818181818,-1.8,1,1,-19
18,10,448,4,-13,5,-1.8,1,1,4
19,10,448,27,5,4.92307692307692,-1.8,1,1,27
20,10,448,5,12,6.5,-1.8,0,2,12
21,10,448,22,-6,6.5,0.5,0,2,-6
22,10,448,0,-8,6.5,-0.428571428571429,0,2,-8
23,10,448,13,8,6.5,-1.375,1,1,13
24,10,448,0,17,6.93333333333333,-1.375,1,1,0
25,10,448,-7,16,6.5,-1.375,1,1,-7
1,10,449,-7,3,NA,NA,NA,1,-7
2,10,449,7,3,-7,NA,NA,1,7
3,10,449,5,-19,0,NA,NA,2,-19
4,10,449,15,-11,0,-19,0,2,-11
5,10,449,11,-14,0,-15,1,1,11
6,10,449,-6,9,3.66666666666667,-15,1,1,-6
7,10,449,-6,13,1.25,-15,1,1,-6
8,10,449,8,-13,-0.2,-15,1,1,8
9,10,449,28,-27,1.16666666666667,-15,1,1,28
10,10,449,19,-22,5,-15,1,1,19
11,10,449,13,-13,6.75,-15,1,1,13
12,10,449,5,5,7.44444444444444,-15,0,2,5
13,10,449,-8,-14,7.44444444444444,-8.33333333333333,1,1,-8
14,10,449,-21,4,5.9,-8.33333333333333,1,1,-21
15,10,449,1,-21,3.45454545454545,-8.33333333333333,1,1,1
16,10,449,-12,3,3.25,-8.33333333333333,1,1,-12
17,10,449,17,-9,2.07692307692308,-8.33333333333333,0,2,-9
18,10,449,9,-7,2.07692307692308,-8.5,1,1,9
19,10,449,-8,2,2.57142857142857,-8.5,1,1,-8
20,10,449,30,3,1.86666666666667,-8.5,1,1,30
21,10,449,-9,-19,3.625,-8.5,1,1,-9
22,10,449,-1,-3,2.88235294117647,-8.5,0,2,-3
23,10,449,0,-7,2.88235294117647,-7.4,1,1,0
24,10,449,-10,-9,2.72222222222222,-7.4,1,1,-10
25,10,449,-6,1,2.05263157894737,-7.4,1,1,-6
1,10,450,-2,-17,NA,NA,NA,1,-2
2,10,450,-10,-7,-2,NA,NA,1,-10
3,10,450,1,11,-6,NA,NA,2,11
4,10,450,27,1,-6,11,1,2,1
5,10,450,25,1,-6,6,1,2,1
6,10,450,-2,-2,-6,4.33333333333333,1,2,-2
7,10,450,9,-22,-6,2.75,0,1,9
8,10,450,-17,-3,-1,2.75,0,1,-17
9,10,450,17,-19,-5,2.75,1,2,-19
10,10,450,22,-6,-5,-1.6,1,2,-6
11,10,450,8,0,-5,-2.33333333333333,0,1,8
12,10,450,-2,1,-2.4,-2.33333333333333,1,2,1
13,10,450,3,-27,-2.4,-1.85714285714286,1,2,-27
14,10,450,-5,-16,-2.4,-5,1,1,-5
15,10,450,-6,2,-2.83333333333333,-5,0,2,2
16,10,450,17,-4,-2.83333333333333,-4.22222222222222,0,2,-4
17,10,450,-12,17,-2.83333333333333,-4.2,1,1,-12
18,10,450,-13,-2,-4.14285714285714,-4.2,1,1,-13
19,10,450,11,20,-5.25,-4.2,0,1,11
20,10,450,29,-4,-3.44444444444444,-4.2,1,1,29
21,10,450,-7,-23,-0.200000000000001,-4.2,1,1,-7
22,10,450,-4,-4,-0.818181818181818,-4.2,1,1,-4
23,10,450,4,14,-1.08333333333333,-4.2,0,2,14
24,10,450,-2,-8,-1.08333333333333,-2.54545454545454,1,1,-2
25,10,450,25,-7,-1.15384615384615,-2.54545454545454,1,1,25
1,10,451,26,-1,NA,NA,NA,1,26
2,10,451,3,10,26,NA,NA,1,3
3,10,451,-18,5,14.5,NA,NA,2,5
4,10,451,4,-19,14.5,5,1,1,4
5,10,451,17,-12,11,5,1,1,17
6,10,451,18,-7,12.5,5,1,1,18
7,10,451,3,4,13.6,5,1,1,3
8,10,451,-22,-1,11.8333333333333,5,1,1,-22
9,10,451,14,6,7,5,0,2,6
10,10,451,11,-18,7,5.5,0,2,-18
11,10,451,3,19,7,-2.33333333333333,1,1,3
12,10,451,38,3,6.5,-2.33333333333333,1,1,38
13,10,451,-10,12,10,-2.33333333333333,1,1,-10
14,10,451,-3,-28,8,-2.33333333333333,1,1,-3
15,10,451,13,14,7,-2.33333333333333,1,1,13
16,10,451,1,-5,7.5,-2.33333333333333,1,1,1
17,10,451,-31,10,7,-2.33333333333333,1,1,-31
18,10,451,9,-5,4.28571428571429,-2.33333333333333,1,1,9
19,10,451,-33,1,4.6,-2.33333333333333,0,2,1
20,10,451,17,-3,4.6,-1.5,1,1,17
21,10,451,11,-14,5.375,-1.5,1,1,11
22,10,451,1,-7,5.70588235294118,-1.5,0,2,-7
23,10,451,7,17,5.70588235294118,-2.6,0,2,17
24,10,451,4,7,5.70588235294118,0.666666666666666,0,2,7
25,10,451,13,-11,5.70588235294118,1.57142857142857,1,1,13
1,10,452,-6,-6,NA,NA,NA,1,-6
2,10,452,12,3,-6,NA,NA,1,12
3,10,452,31,-2,3,NA,NA,2,-2
4,10,452,5,0,3,-2,1,1,5
5,10,452,12,-22,3.66666666666667,-2,1,1,12
6,10,452,-5,-15,5.75,-2,0,2,-15
7,10,452,10,-15,5.75,-8.5,1,1,10
8,10,452,-5,4,6.6,-8.5,1,1,-5
9,10,452,-4,-32,4.66666666666667,-8.5,0,2,-32
10,10,452,-2,-3,4.66666666666667,-16.3333333333333,1,1,-2
11,10,452,-4,20,3.71428571428571,-16.3333333333333,1,1,-4
12,10,452,9,-13,2.75,-16.3333333333333,1,1,9
13,10,452,-4,33,3.44444444444444,-16.3333333333333,1,1,-4
14,10,452,23,25,2.7,-16.3333333333333,0,2,25
15,10,452,-18,2,2.7,-6,1,1,-18
16,10,452,30,-26,0.818181818181818,-6,1,1,30
17,10,452,16,-12,3.25,-6,0,2,-12
18,10,452,24,-8,3.25,-7.2,1,1,24
19,10,452,-21,0,4.84615384615385,-7.2,1,1,-21
20,10,452,2,0,3,-7.2,1,1,2
21,10,452,-12,18,2.93333333333333,-7.2,1,1,-12
22,10,452,12,2,2,-7.2,0,2,2
23,10,452,40,13,2,-5.66666666666667,1,1,40
24,10,452,15,-10,4.23529411764706,-5.66666666666667,0,2,-10
25,10,452,3,1,4.23529411764706,-6.28571428571429,0,2,1
1,10,453,7,12,NA,NA,NA,1,7
2,10,453,-11,-29,7,NA,NA,2,-29
3,10,453,1,-17,7,-29,1,1,1
4,10,453,4,6,4,-29,1,1,4
5,10,453,20,-2,4,-29,1,1,20
6,10,453,-13,24,8,-29,1,1,-13
7,10,453,7,20,3.8,-29,1,1,7
8,10,453,5,-21,4.33333333333333,-29,0,2,-21
9,10,453,12,-11,4.33333333333333,-25,1,1,12
10,10,453,19,-1,5.42857142857143,-25,1,1,19
11,10,453,7,-25,7.125,-25,1,1,7
12,10,453,31,-5,7.11111111111111,-25,1,1,31
13,10,453,-15,19,9.5,-25,0,2,19
14,10,453,11,7,9.5,-10.3333333333333,1,1,11
15,10,453,-8,-17,9.63636363636364,-10.3333333333333,1,1,-8
16,10,453,-33,-8,8.16666666666667,-10.3333333333333,1,1,-33
17,10,453,9,-17,5,-10.3333333333333,1,1,9
18,10,453,-1,21,5.28571428571429,-10.3333333333333,1,1,-1
19,10,453,12,20,4.86666666666667,-10.3333333333333,1,1,12
20,10,453,-12,-9,5.3125,-10.3333333333333,1,1,-12
21,10,453,23,-21,4.29411764705882,-10.3333333333333,1,1,23
22,10,453,-2,11,5.33333333333333,-10.3333333333333,1,1,-2
23,10,453,19,-1,4.94736842105263,-10.3333333333333,0,2,-1
24,10,453,-14,19,4.94736842105263,-8,1,1,-14
25,10,453,7,-5,4,-8,0,2,-5
1,10,454,17,-18,NA,NA,NA,1,17
2,10,454,-7,-4,17,NA,NA,1,-7
3,10,454,10,-30,5,NA,NA,2,-30
4,10,454,-1,-7,5,-30,1,1,-1
5,10,454,27,-23,3,-30,1,1,27
6,10,454,15,8,9,-30,1,1,15
7,10,454,-6,-12,10.2,-30,1,1,-6
8,10,454,20,3,7.5,-30,1,1,20
9,10,454,-13,-5,9.28571428571429,-30,1,1,-13
10,10,454,-1,-10,6.5,-30,1,1,-1
11,10,454,22,-12,5.66666666666667,-30,1,1,22
12,10,454,21,-2,7.3,-30,1,1,21
13,10,454,-18,-25,8.54545454545454,-30,1,1,-18
14,10,454,22,21,6.33333333333333,-30,1,1,22
15,10,454,41,5,7.53846153846154,-30,1,1,41
16,10,454,-8,-10,9.92857142857143,-30,1,1,-8
17,10,454,8,-25,8.73333333333333,-30,1,1,8
18,10,454,-1,2,8.6875,-30,1,1,-1
19,10,454,8,-10,8.11764705882353,-30,1,1,8
20,10,454,-11,-3,8.11111111111111,-30,1,1,-11
21,10,454,24,-42,7.10526315789474,-30,1,1,24
22,10,454,0,18,7.95,-30,1,1,0
23,10,454,-20,-2,7.57142857142857,-30,1,1,-20
24,10,454,-6,2,6.31818181818182,-30,1,1,-6
25,10,454,-16,-40,5.78260869565217,-30,1,1,-16
1,10,455,8,-5,NA,NA,NA,2,-5
2,10,455,3,-5,NA,-5,NA,2,-5
3,10,455,-4,-7,NA,-5,NA,2,-7
4,10,455,8,9,NA,-5.66666666666667,NA,1,8
5,10,455,18,0,8,-5.66666666666667,1,1,18
6,10,455,2,11,13,-5.66666666666667,1,1,2
7,10,455,-4,4,9.33333333333333,-5.66666666666667,1,1,-4
8,10,455,2,-9,6,-5.66666666666667,1,1,2
9,10,455,12,-2,5.2,-5.66666666666667,1,1,12
10,10,455,-5,-1,6.33333333333333,-5.66666666666667,0,2,-1
11,10,455,-19,10,6.33333333333333,-4.5,1,1,-19
12,10,455,-4,-4,2.71428571428571,-4.5,1,1,-4
13,10,455,13,-24,1.875,-4.5,0,2,-24
14,10,455,-5,-30,1.875,-8.4,1,1,-5
15,10,455,-23,-3,1.11111111111111,-8.4,1,1,-23
16,10,455,8,-6,-1.3,-8.4,1,1,8
17,10,455,0,-10,-0.454545454545456,-8.4,1,1,0
18,10,455,-24,19,-0.416666666666666,-8.4,1,1,-24
19,10,455,-1,-7,-2.23076923076923,-8.4,0,2,-7
20,10,455,-11,-1,-2.23076923076923,-8.16666666666667,1,1,-11
21,10,455,24,-8,-2.85714285714286,-8.16666666666667,0,2,-8
22,10,455,2,-15,-2.85714285714286,-8.14285714285714,1,1,2
23,10,455,31,-3,-2.53333333333333,-8.14285714285714,1,1,31
24,10,455,12,-22,-0.4375,-8.14285714285714,1,1,12
25,10,455,-8,2,0.294117647058824,-8.14285714285714,1,1,-8
1,10,456,24,-6,NA,NA,NA,1,24
2,10,456,13,-7,24,NA,NA,2,-7
3,10,456,14,-12,24,-7,1,1,14
4,10,456,31,19,19,-7,1,1,31
5,10,456,31,13,23,-7,1,1,31
6,10,456,-10,-21,25,-7,1,1,-10
7,10,456,12,-2,18,-7,1,1,12
8,10,456,34,-37,17,-7,1,1,34
9,10,456,-1,-7,19.4285714285714,-7,1,1,-1
10,10,456,32,4,16.875,-7,1,1,32
11,10,456,-1,-19,18.5555555555556,-7,1,1,-1
12,10,456,33,13,16.6,-7,1,1,33
13,10,456,42,24,18.0909090909091,-7,1,1,42
14,10,456,-1,30,20.0833333333333,-7,1,1,-1
15,10,456,16,-24,18.4615384615385,-7,1,1,16
16,10,456,-13,13,18.2857142857143,-7,1,1,-13
17,10,456,1,-10,16.2,-7,1,1,1
18,10,456,6,13,15.25,-7,1,1,6
19,10,456,-15,-22,14.7058823529412,-7,0,2,-22
20,10,456,-15,1,14.7058823529412,-14.5,1,1,-15
21,10,456,-9,2,13.0555555555556,-14.5,1,1,-9
22,10,456,2,-7,11.8947368421053,-14.5,1,1,2
23,10,456,15,3,11.4,-14.5,1,1,15
24,10,456,1,-13,11.5714285714286,-14.5,1,1,1
25,10,456,19,-27,11.0909090909091,-14.5,1,1,19
1,10,457,29,-17,NA,NA,NA,2,-17
2,10,457,-14,-12,NA,-17,NA,1,-14
3,10,457,-3,-9,-14,-17,0,2,-9
4,10,457,18,-12,-14,-13,0,1,18
5,10,457,13,-28,2,-13,1,1,13
6,10,457,0,17,5.66666666666667,-13,1,1,0
7,10,457,-22,-4,4.25,-13,1,1,-22
8,10,457,15,5,-1,-13,1,1,15
9,10,457,5,-2,1.66666666666667,-13,1,1,5
10,10,457,32,5,2.14285714285714,-13,1,1,32
11,10,457,9,-9,5.875,-13,1,1,9
12,10,457,23,-24,6.22222222222222,-13,1,1,23
13,10,457,10,-6,7.9,-13,1,1,10
14,10,457,-1,-15,8.09090909090909,-13,1,1,-1
15,10,457,3,18,7.33333333333333,-13,1,1,3
16,10,457,-2,-27,7,-13,1,1,-2
17,10,457,-4,4,6.35714285714286,-13,1,1,-4
18,10,457,7,-21,5.66666666666667,-13,1,1,7
19,10,457,9,-6,5.75,-13,1,1,9
20,10,457,10,-11,5.94117647058824,-13,1,1,10
21,10,457,-2,-18,6.16666666666667,-13,1,1,-2
22,10,457,-1,4,5.73684210526316,-13,1,1,-1
23,10,457,19,-16,5.4,-13,1,1,19
24,10,457,-11,-39,6.04761904761905,-13,1,1,-11
25,10,457,-8,-16,5.27272727272727,-13,1,1,-8
1,10,458,-15,11,NA,NA,NA,1,-15
2,10,458,15,-10,-15,NA,NA,2,-10
3,10,458,0,-8,-15,-10,0,1,0
4,10,458,11,21,-7.5,-10,1,1,11
5,10,458,8,-3,-1.33333333333333,-10,0,2,-3
6,10,458,3,13,-1.33333333333333,-6.5,1,1,3
7,10,458,30,-3,-0.25,-6.5,1,1,30
8,10,458,32,-5,5.8,-6.5,1,1,32
9,10,458,9,-2,10.1666666666667,-6.5,1,1,9
10,10,458,-16,-8,10,-6.5,1,1,-16
11,10,458,-8,-13,6.75,-6.5,1,1,-8
12,10,458,19,2,5.11111111111111,-6.5,1,1,19
13,10,458,28,17,6.5,-6.5,0,2,17
14,10,458,-9,-31,6.5,1.33333333333333,0,2,-31
15,10,458,12,13,6.5,-6.75,1,1,12
16,10,458,13,-6,7,-6.75,1,1,13
17,10,458,-6,-16,7.5,-6.75,1,1,-6
18,10,458,-11,-12,6.46153846153846,-6.75,0,2,-12
19,10,458,4,-8,6.46153846153846,-7.8,1,1,4
20,10,458,-9,22,6.28571428571429,-7.8,1,1,-9
21,10,458,-3,-20,5.26666666666667,-7.8,1,1,-3
22,10,458,37,-17,4.75,-7.8,1,1,37
23,10,458,39,6,6.64705882352941,-7.8,1,1,39
24,10,458,33,-2,8.44444444444445,-7.8,0,2,-2
25,10,458,12,-19,8.44444444444445,-6.83333333333333,1,1,12
1,10,459,19,-11,NA,NA,NA,2,-11
2,10,459,18,-6,NA,-11,NA,2,-6
3,10,459,18,-9,NA,-8.5,NA,1,18
4,10,459,-14,-4,18,-8.5,1,1,-14
5,10,459,20,-2,2,-8.5,0,2,-2
6,10,459,6,-2,2,-6.33333333333333,0,2,-2
7,10,459,-19,-2,2,-5.25,1,1,-19
8,10,459,6,14,-5,-5.25,0,2,14
9,10,459,23,6,-5,-1.4,0,1,23
10,10,459,2,-13,2,-1.4,1,1,2
11,10,459,-35,-1,2,-1.4,1,1,-35
12,10,459,-19,3,-4.16666666666667,-1.4,1,2,3
13,10,459,14,-12,-4.16666666666667,-0.666666666666667,0,1,14
14,10,459,-9,-16,-1.57142857142857,-0.666666666666667,0,1,-9
15,10,459,8,-13,-2.5,-0.666666666666667,0,1,8
16,10,459,-2,-18,-1.33333333333333,-0.666666666666667,1,2,-18
17,10,459,16,2,-1.33333333333333,-3.14285714285714,1,1,16
